#Stage_Name	Stage_Family	Stage_Manufacturer	Stage_Alt_Name	Length	Length_Flag	Diameter	Diameter_Flag	Launch_Mass	Launch_Mass_Flag	Dry_Mass	Dry_Mass_Flag	Thrust	Thrust_Flag	ThrustSL	ThrustSL_Flag	Duration	Engine	NEng	Class
# Updated 2026 Sep 18 0729:50
Astra Stage 1	Astra               	ASTRV	-	  9.0	 	 1.32	 	   8.0	?	-	 	     140.0	 	-	 	-	Delphin	 5	O
Astra 3.3 Stage 1	Astra               	ASTRV	-	  9.2	 	 1.32	 	   8.0	?	-	 	     144.0	 	-	 	-	Delphin	 5	O
SR19	SR19                	AJSP	-	  4.1	 	 1.32	 	   7.3	 	    1070	 	     267.0	 	-	 	  65.5 	SR19	 1	M
eSR19	SR19                	AJSP	-	  4.1	 	 1.32	 	   7.3	 	    1070	 	     267.0	 	-	 	  65.5 	eSR19	 1	M
SR19AJ1-ATK	SR19                	ATKH	-	  4.1	 	 1.32	 	   7.3	 	    1070	 	     267.0	 	-	 	  65.5 	SR19-ATK	 1	M
SR19AJ1	SR19                	AJSP	SR19	  4.1	 	 1.32	 	   7.3	 	     800	 	     267.0	 	-	 	  65.5 	SR19	 1	M
SR73AJ1	SR73                	AJSP	SR73	  2.3	 	 1.32	 	   3.7	 	     410	 	     152.0	 	-	 	  61.0 	SR73	 1	S
SR73AJ1-ATK	SR73                	ATKH	SR73	  2.3	 	 1.32	 	   3.7	 	     410	 	     152.0	 	-	 	  61.0 	SR73-ATK	 1	S
PBS	PBS                 	BELT/RDYNE	-	  1.0	?	 1.32	?	   1.0	?	-	 	       1.4	 	-	 	-	RS-14	 1	S
UM129A	UM129A              	NISST	-	  2.3	 	 1.32	 	   2.2	 	     360	 	      77.5	 	-	 	  68.0 	UM-129A	 1	U
IRIS Stage	IRIS.Fiat           	FIATA	IRIS	  1.7	 	 1.31	 	   1.7	 	     146	 	      58.0	 	-	 	  79.0 	IRIS	 1	U
R-21	R-21                	SKB385	-	 12.0	?	 1.30	 	  16.6	 	-	 	-	 	-	 	-	S5.38	 1	M
R-13	R-13                	SKB385	-	 10.0	?	 1.30	 	  13.7	 	-	 	-	 	-	 	-	S2.713	 1	M
V-825	V-825               	FAKEL	5Ya27	  9.0	?	 1.30	 	   3.9	 	-	 	-	 	-	 	-	V-825	 1	M
V-825 Booster	V-825               	FAKEL	5Ya27	 10.0	?	 1.30	 	  14.0	?	-	 	-	 	-	 	-	5S24	 1	B
Kairos PBS	EPBS                	SPONE	-	  1.0	 	 1.30	?	   0.1	 	-	 	-	 	-	 	-	Kairos PBS	 1	U
PDV-II Stage 1	K-4                 	DRDO	-	  5.0	?	 1.30	?	   8.0	?	-	 	-	 	-	 	-	K-4 Booster	 1	B
PDV-II Stage 2	K-4                 	DRDO	-	  5.0	?	 1.30	?	   8.0	?	-	 	-	 	-	 	-	K-4 Booster	 1	B
K-4 Booster	K-4                 	DRDO	-	  5.0	?	 1.30	?	   8.0	?	-	 	-	 	-	 	-	K-4 Booster	 1	B
K-4 Stage 2	K-4                 	DRDO	-	  5.0	?	 1.30	?	   8.0	?	-	 	-	 	-	 	-	K-4 Stage 2	 1	S
AMROC IRR	AMROC               	AMROC	IRR	 17.7	 	 1.29	 	  12.2	 	-	 	     315.0	 	-	 	  70.0 	H500	 1	L
Orion 50S	Pegasus             	OSCC	Pegasus 1	  8.9	 	 1.27	 	  13.4	 	    1900	?	     485.0	 	-	 	  72.4 	Orion 50S	 1	O
Pegasus XL Stage 1	Pegasus             	OSCC	Pegasus XL1	 10.3	 	 1.27	 	  17.0	 	    2000	?	     594.0	 	-	 	  73.4 	Orion 50SXL	 1	O
Orion 50	Pegasus.St2         	OSCC	Pegasus 2	  2.7	 	 1.27	 	   3.4	 	     345	 	     118.0	 	-	 	  73.3 	Orion 50	 1	S
Orion 50XL	Pegasus.St2         	OSCC	Pegasus XL Stage 2	  3.7	 	 1.27	 	   4.0	 	     420	 	     196.0	 	-	 	  72.5 	Orion 50XL	 1	S
Orion 50XLT	Pegasus.St2         	OSCC	-	  3.7	 	 1.27	 	   4.0	 	     420	 	     196.0	 	-	 	  72.5 	Orion 50XLT	 1	S
Orion 50SXLG	Pegasus             	OSCC	Taurus-Lite	 10.0	?	 1.27	 	  15.0	?	-	 	     704.0	 	-	 	-	Orion 50SXLG	 1	S
Orion 50SXLT	Pegasus             	OSCC	-	 10.0	?	 1.27	 	  15.0	?	-	 	     704.0	 	-	 	-	Orion 50SXLT	 1	S
Orion 50SG	Pegasus             	OSCC	Taurus-Lite	 10.0	?	 1.27	 	  15.0	?	-	 	-	 	-	 	-	Orion 50SXLG	 1	S
Qaem-100 St 1	Qaem	IRGC	-	  7.0	 	 1.25	?	  25.0	?	-	 	-	 	-	 	-	Rafe	 1	O
Sejjil	Sejjil              	IR	-	  8.0	 	 1.25	 	  13.5	 	    2000	 	     560.0	 	-	 	  90.0 	Sejjil	 1	M
Sejjil Stage 2	Sejjil              	IR	-	  8.0	 	 1.25	 	   5.5	 	    2000	 	     560.0	 	-	 	  90.0 	Sejjil St 2	 1	M
Hwasong-14 Stage 2	Nodong              	KPA	-	  2.1	?	 1.25	?	   3.0	?	-	 	-	 	-	 	 224.0 	KPN-4D10	 1	M
Taepo Dong 1	Nodong              	KPA	-	 12.0	?	 1.25	 	  25.6	 	    3700	 	     570.0	 	-	 	  95.0 	Nodong	 1	O
Scud D	Nodong              	KPA?	-	 16.0	 	 1.25	 	  15.1	 	    2000	 	     255.0	 	-	 	 110.0 	Nodong	 1	M
Hwasong-7	Nodong              	KPA	-	 16.0	 	 1.25	 	  15.1	 	    2000	 	     255.0	 	-	 	 110.0 	Nodong	 1	M
Ghauri	Nodong              	KRLP	Ghauri	 16.0	?	 1.25	 	  16.0	?	    3000	?	     255.0	 	-	 	 110.0 	Nodong	 1	M
Emad	Nodong              	IR	-	 16.0	 	 1.25	 	  15.1	 	    2000	 	     255.0	 	-	 	  90.0 	Nodong	 1	M
Shahab 3	Nodong              	IR	-	 16.0	 	 1.25	 	  15.1	 	    2000	 	     255.0	 	-	 	  90.0 	Nodong	 1	M
Unha-2 Stage 3	Unha.St3            	KPA	-	  3.0	?	 1.25	 	   3.0	?	     300	?	      18.0	 	-	 	  27.0 	Unha St3	 1	S
Unha-3 Stage 3	Unha.St3            	KPA	-	  3.8	?	 1.25	 	   4.0	?	     500	?	      18.0	 	-	 	  27.0 	Unha St3	 1	S
Safir Stage 2	Nodong              	IR	-	  3.0	?	 1.25	 	   9.0	?	-	 	      18.0	 	-	 	  60.0 	LRE-4	 1	M
Star 48	Star48              	THKE	Star 48	  2.0	 	 1.22	 	   2.2	 	     208	 	      66.4	 	-	 	  84.1 	Star 48	 1	U
Star 48B	Star48              	THKE	Star 48	  2.0	 	 1.22	 	   2.2	 	     208	 	      66.4	 	-	 	  84.1 	Star 48B	 1	U
Star 48B AKM	Star48              	THKE	Star 48	  2.0	 	 1.22	 	   2.2	 	     116	 	      66.4	 	-	 	  84.1 	Star 48B	 1	U
Star 48V	Star48              	THKE	-	  2.0	 	 1.22	 	   2.2	 	     140	 	      68.7	 	-	 	  84.1 	Star 48V	 1	U
Star 48BV	Star48              	THKE	-	  2.0	 	 1.22	 	   2.2	 	     140	 	      68.7	 	-	 	  84.1 	Star 48V	 1	U
Delta 4H Stage 3	Star48              	THKE	-	  2.1	 	 1.40	 	   2.2	 	     140	 	      68.7	 	-	 	  84.1 	Star 48V	 1	U
AlKahir	AlKahir             	EGAO	-	 10.0	?	 1.22	 	  10.0	?	-	 	-	 	-	 	-	AlKahir	 1	R
ZK-1A Stage 4	ZK-1A-4	ARMT	-	  2.0	?	 1.20	 	  10.0	?	-	 	      78.0	 	-	 	-	ZK-1A-4	 1	O
JL-3 Stage 4	ZK-1A-4	ARMT	-	  2.0	?	 1.20	 	  10.0	?	-	 	-	 	-	 	-	JL3-4	 1	O
KM-V1	KM-V                	NISST	-	  1.5	 	 1.20	 	   1.4	 	     118	 	      52.0	 	-	 	  73.0 	KM-V1	 1	U
KT-1 St3	KT1-3               	HEXI	-	  2.0	?	 1.20	?	   2.0	?	-	 	-	 	-	 	-	KT1-3	 1	U
KZ-1 St3	KT1-3               	HEXI	-	  2.0	?	 1.20	 	   3.2	 	-	 	-	 	-	 	  55.0 	KZ1-3	 1	U
GS-3	Gushenxing-3	XIDO	-	  3.4	 	 1.20	 	   4.0	?	-	 	      86.0	 	-	 	-	Ceres-1 M3	 1	O
Edge	Edge	XIDO	-	  2.0	 	 1.20	 	   1.0	?	-	 	       2.0	 	-	 	-	Edge	 1	O
GSX-2 S4	Edge	XIDO	-	  2.0	 	 1.20	 	   1.0	?	-	 	       2.0	 	-	 	-	Edge	 1	O
Hyunmoo Booster	Hyunmoo             	DAC/HERCR	-	  4.2	?	 1.20	?	   2.4	?	-	 	     800.0	?	-	 	-	Hyunmoo 1	 1	B
Hyunmoo-2A	Hyunmoo             	ADD	-	  7.0	?	 1.20	?	   4.0	?	-	 	-	 	-	 	-	Hyunmoo-2B	 1	M
Hyunmoo-2B	Hyunmoo             	ADD	-	  7.0	?	 1.20	?	   4.0	?	-	 	-	 	-	 	-	Hyunmoo-2B	 1	M
Hyunmoo-2C	Hyunmoo             	ADD	-	  7.0	?	 1.20	?	   4.0	?	-	 	-	 	-	 	-	Hyunmoo-2B	 1	M
Hyunmoo-4	Hyunmoo             	ADD	-	  7.0	?	 1.20	?	   4.0	?	-	 	-	 	-	 	-	Hyunmoo-2B	 1	M
JL-1 Stage 1	JL1                 	CALT	-	  7.0	?	 1.20	 	   7.0	?	-	 	-	 	-	 	-	JL1-1	 1	M
JL-1 Stage 2	JL1                 	CALT	-	  7.0	?	 1.20	 	   7.0	?	-	 	-	 	-	 	-	JL1-2	 1	M
JL-1 Stage 3	JL1-3               	CALT	-	  2.0	?	 1.20	 	   3.0	?	-	 	-	 	-	 	-	JL1-3	 1	M
JL-1 Stage 4	JL1-4               	CALT	-	  2.0	?	 1.20	?	   3.0	?	-	 	-	 	-	 	-	JL1-4	 1	M
DF-16	DF-16               	CASIC	-	  7.5	?	 1.20	?	  12.0	?	-	 	-	 	-	 	-	DF-16	 1	M
Electron Stage 1	Electron            	RLABN	-	 12.1	 	 1.20	 	  10.2	 	     950	 	     162.0	 	-	 	-	Rutherford	 9	O
Electron Stage 2	Electron            	RLABN	-	  2.4	 	 1.20	 	   2.3	 	     250	 	      22.0	 	-	 	-	Rutherford Vac	 1	O
Hermes A-3B	HermesA3            	GEMTS	-	 10.1	 	 1.19	 	   5.3	 	    2000	?	     100.0	 	-	 	-	Hermes A-3B	 1	A
GEM-46	GEM                 	ATKH	-	 14.7	 	 1.17	 	  19.3	 	    2035	 	     608.1	 	-	 	  75.2 	GEM-46	 1	S
LEO-46	LEO-46              	AJSP	-	 11.2	 	 1.17	 	  22.1	 	    1700	 	    1265.0	 	-	 	  76.0 	LEO-46	 1	S
LEO-7	LEO-7               	AJSP	-	  2.7	 	 1.17	 	   3.6	 	     350	 	     195.1	 	-	 	  62.0 	LEO-7	 1	S
SICBM	SICBM               	THKU	-	  7.5	 	 1.17	 	  11.6	 	-	 	     979.0	 	-	 	  40.0 	SICBM	 1	M
SICBM St 2	SICBM2              	AJSP	-	  3.2	 	 1.17	 	   3.3	 	-	 	     267.0	 	-	 	  44.0 	SICBM2	 1	S
SICBM St 3	SICBM3              	HERC	-	  2.0	 	 1.17	 	   1.5	 	-	 	      88.0	 	-	 	-	SICBM3	 1	S
SICBM PBS	SICBM4              	MMD?	-	  0.8	?	 1.17	 	   0.5	?	-	 	-	 	-	 	-	SICBM4	 1	S
M-3A	M-40                	NISST	-	  2.3	 	 1.14	 	   1.1	 	     130	 	      61.0	 	-	 	  54.0 	M-3A	 1	U
Vanguard	Viking              	MARTB	-	 11.4	 	 1.14	 	   7.7	 	     811	 	     120.0	 	-	 	 144.0 	X-405	 1	O
Viking Type 9	Viking              	MARTB	Viking	 12.8	 	 1.14	 	   6.8	 	    1000	 	      93.0	 	-	 	 105.0 	NRL Viking	 1	R
Algol 3A	ScoutD              	LTV	-	  9.4	 	 1.14	 	  14.3	 	    1600	 	     471.0	 	-	 	  56.0 	Algol 3A	 1	O
Zefiro	Zefiro              	FIATA	-	  4.9	 	 1.14	?	  17.3	 	    1500	 	     590.0	 	-	 	  71.0 	Zefiro	 1	L
15Zh59V	Kuryer.St3          	MITT	-	  2.1	 	 1.13	?	   3.0	?	-	 	-	 	-	 	-	15Zh59V	 1	M
M56A1	Aries               	SVC	Aries	  3.8	 	 1.12	 	   5.2	 	     750	 	     200.0	 	-	 	  60.0 	M56A1	 1	R
KZ-1 St4	KT1-3               	HEXI	-	  1.5	?	 1.10	?	   2.0	?	-	 	-	 	-	 	-	KZ1-4	 1	U
KZ-1AE St4	KT1-3               	HEXI	-	  1.5	?	 1.10	?	   2.0	?	-	 	-	 	-	 	-	KZ1AE-4	 1	U
H-II SSB	H2.SSB              	NISST	-	  9.0	 	 1.10	 	  10.5	 	    2100	 	     338.0	 	-	 	  66.0 	H-II SSB	 1	S
H-II SSB (A)	H2.SSB              	NISST	-	  9.0	 	 1.10	 	  10.5	 	    2100	 	     338.0	 	-	 	  66.0 	H-II SSB (A)	 1	S
TR-1	TR-1                	NASDA	-	  7.1	?	 1.13	 	  10.8	 	    3900	 	     608.0	 	-	 	  51.3 	TR-1	 1	R
TR-1A	TR-1                	NASDA	TR-1A	  7.5	 	 1.13	 	   8.8	 	    1784	 	     608.0	 	-	 	  52.0 	TR-1A	 1	R
Prithvi	Prithvi             	HAL	-	  8.5	 	 1.10	 	   4.5	 	-	 	-	 	-	 	-	Prithvi	 1	M
PDV Target St2	Prithvi             	HAL	-	  2.0	 	 1.10	 	   2.0	 	-	 	-	 	-	 	-	2S-SL	 1	M
PDV-II KV	PDV-II              	DRDO	-	  4.0	?	 1.10	?	   2.0	?	-	 	-	 	-	 	-	PDV-ASAT	 1	M
TX-500	Spartan             	THKXM	Spartan TX-500	  4.9	 	 1.09	 	   5.5	 	    1030	 	    2000.0	 	-	 	-	TX-500	 1	M
TX-454	Spartan             	THKXM	-	  5.0	 	 1.09	 	   6.5	 	     753	 	-	 	-	 	-	TX-454	 1	S
TX-135	Spartan             	THKXM	-	  5.2	 	 1.09	 	   5.3	 	     932	 	    2000.0	 	-	 	   4.5 	TX-135	 1	B
PAP	PAP                 	BPD	-	 11.5	 	 1.07	 	  12.6	 	    3100	 	     650.0	s	-	 	  42.0 	PAP	 1	S
Dolphin	Dolphin             	STST	-	 15.5	 	 1.07	 	   7.5	 	-	 	     155.0	 	-	 	-	Dolphin	 1	L
Hercules Booster	Hercules            	DAC/HERCR	-	  4.3	 	 1.06	 	   2.4	 	-	 	     772.0	 	-	 	   3.4 	XM-42	 4	B
Paekkom Booster	Hercules            	ADD	-	  4.3	 	 1.06	 	   2.4	 	-	 	-	 	-	 	-	Paekkom	 4	B
Algol 1	Scout               	LTV	-	  9.4	 	 1.02	 	  10.7	 	    1380	 	     413.0	 	-	 	  44.0 	Algol I	 1	O
Algol 1A	Scout               	LTV	-	  9.4	?	 1.02	 	  10.7	?	    1200	?	     420.0	?	-	 	  44.0 	Algol IA	 1	O
Algol 1B	Scout               	LTV	-	  9.4	?	 1.02	 	  10.7	?	    1200	?	     420.0	?	-	 	  44.0 	Algol IB	 1	O
Algol 1C	Scout               	LTV	-	  9.4	?	 1.02	 	  10.7	?	    1200	?	     440.0	?	-	 	  44.0 	Algol IC	 1	O
Algol 1D	Scout               	LTV	-	  9.4	?	 1.02	 	  10.7	?	    1200	?	     440.0	?	-	 	  44.0 	Algol ID	 1	O
Algol 2A	Scout               	LTV	-	  9.1	 	 1.02	 	  10.7	?	    1200	?	     380.0	?	-	 	  60.0 	Algol IIA	 1	O
Algol 2B	Scout               	LTV	-	  9.1	 	 1.02	 	  10.7	 	    1170	 	     400.0	?	-	 	  80.0 	Algol IIB	 1	O
Algol 2C	Scout               	LTV	-	  9.1	 	 1.02	 	  10.8	 	    1200	?	     436.0	 	-	 	  76.0 	Algol IIC	 1	O
Castor 4	Castor4             	THKX	-	  9.7	 	 1.02	 	  10.5	 	    1200	 	     428.0	 	-	 	  53.9 	TX-526	 1	O
Castor 4A	Castor4             	THKX	-	 13.6	 	 1.02	 	  11.6	 	    1400	 	     433.7	 	-	 	  56.2 	TX-780	 1	R
Castor 4B	Castor4             	THKX	-	  8.8	 	 1.02	 	  11.5	 	    1420	 	     429.0	 	-	 	  60.9 	TX-859	 1	R
Castor 4AXL	Castor4             	THKX	-	 15.0	 	 1.02	 	  15.4	 	    2500	?	     745.0	 	-	 	  60.0 	TX-780XL	 1	R
GEM-40	GEM                 	ATKH	-	 13.0	 	 1.02	 	  13.1	 	    1315	 	     499.2	 	-	 	  63.3 	GEM-40	 1	M
TX-174	Pershing            	MARTO	-	  2.8	 	 1.02	 	   2.3	 	     251	 	     117.0	 	-	 	  39.0 	TX-174	 1	M
TX-175	Pershing            	MARTO	-	  2.7	 	 1.02	 	   1.5	 	     210	 	      85.0	 	-	 	  39.0 	TX-175	 1	S
Pershing 2 St1	Pershing            	MARTO	-	  4.0	 	 1.02	 	   4.1	 	     530	 	     172.0	 	-	 	  58.0 	Pershing 2 St1	 1	M
Pershing 2 St2	Pershing            	MARTO	-	  2.8	 	 1.02	 	   5.8	 	     350	 	     134.0	 	-	 	  46.0 	Pershing 2 St2	 1	S
Hermes A-3A	HermesA3            	GEMTS	-	  8.7	 	 1.02	 	   3.8	 	-	 	      80.0	 	-	 	-	Hermes A-3A	 1	A
S-43	S-40                	IAE	S-43	  8.1	 	 1.01	 	   8.4	 	    1250	 	     327.0	 	-	 	  40.0 	S-43	 1	S
S-43TM	S-40                	IAE	S-43	  8.1	 	 1.01	 	   8.4	 	    1250	 	     327.0	 	-	 	  40.0 	S-43	 1	O
S-43 VLR-R2	S-40                	IAE	S-43	  8.1	 	 1.01	 	   8.4	 	    1250	 	     327.0	 	-	 	  40.0 	S-43	 1	S
S-40	S-40                	IAE	S-40	  5.3	 	 1.01	 	   5.6	 	    1300	 	     252.0	 	-	 	  40.0 	S-40	 1	S
S-40TM	S-40                	IAE	-	  5.1	 	 1.01	 	   5.4	 	    1190	 	     202.0	 	-	 	  58.0 	S-40	 1	S
S-44	S-44                	IAE	-	  1.7	 	 1.01	 	   1.0	 	     127	 	      33.0	 	-	 	  66.0 	S-44	 1	U
S-44M	S-44                	IAE	-	  1.7	 	 1.01	 	   1.0	 	     127	 	      33.0	 	-	 	  66.0 	S-44	 1	U
Cygnus 40	40SM                	LARC/THKE	-	  1.1	 	 1.01	 	   1.0	 	      74	 	      83.0	 	-	 	  26.0 	Cygnus 40	 1	S
Temp	Temp                	MIT	-	 12.4	 	 1.01	 	  11.9	 	     120	?	-	 	-	 	-	9M76	 1	S
Temp-S	Temp                	MIT	-	 12.4	 	 1.01	 	  11.9	 	     120	?	-	 	-	 	-	9M76B	 1	S
WYH Booster	WYH	NCSIST	-	  5.0	?	 1.00	?	   4.0	?	-	 	-	 	-	 	-	WYH Motor	 1	S
Vikram-1 OAM	VikramS4	SKYRT	-	  1.0	 	 1.00	?	   1.0	?	-	 	       1.5	 	-	 	-	Raman-2	 1	O
Start	Start               	MITT	-	  2.6	 	 1.00	?	   1.0	 	     300	 	     100.0	 	-	 	  53.0 	Start	 1	U
DS	DS                  	MITT	-	  0.5	?	 1.00	?	   0.5	?	      50	?	-	 	-	 	 250.0 	DS	 1	U
Orion LAS	Orion.LAS           	OSCC	-	 10.0	?	 1.00	?	   6.0	?	-	 	-	 	-	 	-	Orion LAS-AM	 1	U
HAPS Stage	HAPS                	PRIMX	-	  0.8	 	 1.00	 	   0.1	 	      50	?	       0.7	 	-	 	 180.0 	MR-107	 3	U
HAPS	HAPS                	PRIMX	-	  0.8	 	 1.00	 	   0.1	 	      50	?	       0.7	 	-	 	 180.0 	MR-107	 3	U
Dezful	Dezful	IR	-	 10.6	 	 1.00	 	  15.0	?	-	 	     255.0	 	-	 	 128.0 	Dezful	 1	M
DF-15	DF-15               	ARMT	M-9	  9.1	 	 1.00	?	   6.2	 	-	 	-	 	-	 	-	DF-15	 1	M
Lihong-1	DF-15               	ZKYT	-	  9.3	 	 1.00	 	   7.0	 	-	 	     156.0	 	-	 	-	DF-15	 1	S
Shaheen	DF-15               	ARMT	M-9	  9.1	 	 1.00	?	   6.2	 	-	 	-	 	-	 	-	DF-15	 1	M
HANBIT-TLV	HANBIT	INNOSP	-	 15.0	?	 1.00	 	   8.0	 	-	 	-	 	-	 	-	HyPER-15	 1	S
KSLV-1 Stage 2	KSLV.St2            	KARI?	-	  1.6	 	 1.00	?	   1.4	?	     200	?	      80.0	?	-	 	  44.0 	KSLV SRM	 1	U
SLV-3-1	ASLV                	VSSC	-	  9.8	 	 1.00	 	  10.8	 	    2140	 	     420.0	 	-	 	  53.0 	SLV-3-1	 1	O
SLV-3-1/D4	ASLV                	VSSC	-	  9.8	 	 1.00	 	  10.8	 	    2140	 	     590.0	 	-	 	  55.0 	SLV-3-1/D4	 1	O
AS-0	ASLV                	VSSC	-	 10.7	 	 1.00	 	  11.6	 	    2963	 	     502.0	 	-	 	  49.0 	ASLV SRM	 1	S
AS-1	ASLV                	VSSC	ASLV	 10.2	 	 1.00	 	  11.8	 	    2900	 	     702.0	 	-	 	  45.0 	ASLV AS-1	 1	O
Agni P	ASLV                	DRDO	-	  7.7	 	 1.00	?	  15.0	 	-	 	-	 	-	 	-	Agni P S1	 1	M
Agni P Stage 2	ASLV                	DRDO	-	  3.1	 	 1.00	?	   5.0	 	-	 	-	 	-	 	-	Agni P S2	 1	S
PSOM	ASLV                	VSSC	-	 11.3	 	 1.00	 	  11.0	 	    2000	 	     677.0	 	-	 	  44.2 	PSOM	 1	S
PSOM-XL	ASLV                	VSSC	-	 13.5	 	 1.00	 	  13.5	 	    2000	 	     720.0	 	-	 	  49.0 	PSOM	 1	S
S9	ASLV                	VSSC	-	 10.7	 	 1.00	 	  11.0	?	    2900	?	     500.0	?	-	 	  49.0 	S9	 1	S
Talon-A	Talon	STRATO	-	  8.5	 	 1.00	 	   6.0	 	-	 	      22.0	 	-	 	-	Hadley	 0	R
ADD SLV St4	GYUB4	HANWHA	-	  1.8	?	 1.00	?	   1.0	?	-	 	-	 	-	 	-	GYUB4	 1	M
Astra 1 Stage 1	Astra               	ASTRV	-	  8.0	?	 1.00	?	   4.0	?	-	 	-	 	-	 	-	Astra E1	 4	R
Astra 1 Stage 2	Astra               	ASTRV	-	  2.0	?	 1.00	?	   2.0	?	-	 	-	 	-	 	-	Astra E1	 1	R
Agni	ASLV                	DRDO	-	 11.0	?	 1.00	?	  11.5	?	    2900	?	     700.0	?	-	 	  50.0 	Agni	 1	M
Agni II Stage 2	AgniII.St2          	DRDO	-	  6.0	?	 1.00	?	   4.2	 	-	 	-	 	-	 	  60.0 	Agni St2	 1	S
Agni 4 Stage 2	AgniII.St2          	DRDO	-	  6.0	?	 1.00	?	   4.2	 	-	 	-	 	-	 	  60.0 	Agni St2	 1	S
KSR-III	KSR-3               	KARI	-	 10.0	?	 1.00	?	   5.6	 	-	 	     126.0	 	-	 	  59.0 	KSR-III	 1	R
V-1000 Booster	V-1000.Booster      	SKB30	-	  3.1	 	 1.00	 	   3.0	?	-	 	    1962.0	 	-	 	   4.5 	PRD-33	 1	B
53T6	PRS-1               	NOVTR	-	 10.0	 	 1.00	 	  12.0	 	-	 	     103.0	 	-	 	   4.0 	53T6	 1	M
5Ya26	PRS-1               	NOVTR	-	 10.0	 	 1.00	 	  12.0	 	-	 	     103.0	 	-	 	   4.0 	5Ya26	 1	M
Vesta	Vesta               	LRBA	-	  7.2	 	 1.00	 	   5.0	 	     780	 	     140.0	 	-	 	  56.4 	Vesta	 1	R
8K96B (RT-2P)	RT-2.St3            	ARSL/PERM	RT-2P St3	  5.5	 	 1.00	 	   4.6	 	    1000	 	     176.0	 	-	 	  45.0 	15D94	 1	S
8K96B (RT-15)	RT-2.St3            	ARSL/PERM	RT-15 St2	  4.6	 	 1.00	 	   4.6	 	    1000	 	     216.0	 	-	 	  45.0 	15D92	 1	S
8K98V	RT-2.St3            	ARSL/PERM	-	  3.8	 	 0.98	 	   3.5	 	    1000	?	     215.0	 	-	 	  45.0 	15D25	 1	S
8K96B	RT-2.St3            	ARSL/PERM	-	  4.6	 	 0.98	 	   4.6	 	    1000	 	     176.0	 	-	 	  49.0 	15D94	 1	S
Orion 38	Pegasus.St3         	ATKH	Pegasus 3	  1.3	 	 0.97	 	   0.9	 	     126	 	      36.0	 	-	 	  69.6 	Orion 38	 1	U
M57A1	Minuteman.St3       	HERC	-	  2.1	 	 0.97	 	   1.9	 	     300	 	      76.0	 	-	 	  59.0 	M57A1	 1	S
Salman	Salman              	IRGC	-	  2.0	?	 0.95	 	   1.7	 	     150	 	-	 	-	 	  65.0 	Salman	 1	S
Star 37FM	Star37              	THKE	-	  1.7	 	 0.94	 	   1.1	 	      74	 	      45.8	 	-	 	  66.4 	Star 37FM	 1	U
Star 37FMV	Star37              	THKE	-	  1.7	 	 0.94	 	   1.1	 	      74	 	      45.8	 	-	 	  66.4 	Star 37FM	 1	U
Star 37B	Star37              	THKE	Star 37	  1.5	?	 0.94	 	   0.7	 	      65	 	      45.0	?	-	 	-	Star 37B	 1	U
Star 37C	Star37              	THKE	-	  1.5	?	 0.94	 	   1.0	 	      83	 	      45.0	?	-	 	-	Star 37C	 1	U
Star 37D	Star37              	THKE	-	  1.5	?	 0.94	 	   0.7	 	      65	 	      45.0	 	-	 	-	Star 37D	 1	U
Star 37E	Star37              	THKE	-	  1.7	 	 0.94	 	   1.1	 	      83	 	      68.0	 	-	 	  42.0 	Star 37E	 1	U
Star 37F	Star37              	THKE	-	  1.7	 	 0.94	 	   0.9	 	      67	 	      55.5	 	-	 	  42.0 	Star 37F	 1	U
Star 37XF	Star37              	THKE	-	  1.7	 	 0.94	 	   0.9	 	      67	 	      45.0	?	-	 	-	Star 37XF	 1	U
Star 37XE	Star37              	THKE	-	  1.7	 	 0.94	 	   0.9	 	      67	 	      45.0	?	-	 	  66.0 	Star 37XE	 1	U
Star 37XFP	Star37              	THKE	-	  1.7	 	 0.94	 	   1.0	 	      72	 	      38.0	 	-	 	  66.0 	Star 37XFP	 1	U
Star 37S	Star37              	THKE	-	  1.7	 	 0.94	 	   0.7	 	      53	 	      45.0	?	-	 	-	Star 37S	 1	U
Star 37N	Star37              	THKE	Star 37E	  1.7	 	 0.94	 	   0.6	 	      64	 	      45.0	?	-	 	-	Star 37N	 1	U
KM-H	KM-H                	NISST	-	  1.4	 	 0.93	 	   0.1	 	      13	 	-	 	-	 	-	KM-H	 1	U
Oka	Oka                 	KBM	-	  7.5	 	 0.92	 	   4.6	 	-	 	-	 	-	 	-	Oka	 1	M
BGS-6	Oka                 	KPA	-	  4.0	 	 0.92	 	   6.0	?	-	 	-	 	-	 	-	KPN-Solid6	 1	M
KN-23	Oka                 	KBM	-	  7.5	 	 0.92	 	   4.0	 	-	 	-	 	-	 	-	KN-23 Motor	 1	M
KN-23X	Oka                 	KBM	-	  7.5	 	 0.92	 	   4.0	 	-	 	-	 	-	 	-	KN-23X Motor	 1	M
Iskander	Oka                 	KBM	-	  7.3	 	 0.92	 	   3.8	 	-	 	-	 	-	 	-	9M723	 1	M
Iskander-M	Oka                 	KBM	-	  7.3	 	 0.92	 	   3.8	 	-	 	-	 	-	 	-	9M723	 1	M
Iskander-E	Oka                 	KBM	-	  7.3	 	 0.92	 	   3.8	 	-	 	-	 	-	 	-	9M723	 1	M
Haj Qasem	Oka                 	IRAN	-	  7.3	 	 0.92	 	   3.8	 	-	 	-	 	-	 	-	9M723	 1	M
